Num;alim_nom_fr;alim_nom_sci;alim_grp_code;alim_grp_nom_fr;alim_ssgrp_code;alim_ssgrp_nom_fr;alim_ssssgrp_code;alim_ssssgrp_nom_fr;Energie, Règlement UE N° 1169/2011 (kJ/100 g);Energie, Règlement UE N° 1169/2011 (kcal/100 g);Energie, N x facteur Jones, avec fibres  (kJ/100 g);Energie, N x facteur Jones, avec fibres  (kcal/100 g);Eau (g/100 g);Protéines, N x facteur de Jones (g/100 g);Protéines, N x 625 (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Sucres (g/100 g);Fructose (g/100 g);Galactose (g/100 g);Glucose (g/100 g);Lactose (g/100 g);Maltose (g/100 g);Saccharose (g/100 g);Amidon (g/100 g);Fibres alimentaires (g/100 g);Polyols totaux (g/100 g);Cendres (g/100 g);Alcool (g/100 g);Acides organiques (g/100 g);AG saturés (g/100 g);AG monoinsaturés (g/100 g);AG polyinsaturés (g/100 g);AG 4:0, butyrique (g/100 g);AG 6:0, caproïque (g/100 g);AG 8:0, caprylique (g/100 g);AG 10:0, caprique (g/100 g);AG 12:0, laurique (g/100 g);AG 14:0, myristique (g/100 g);AG 16:0, palmitique (g/100 g);AG 18:0, stéarique (g/100 g);AG 18:1 9c (n-9), oléique (g/100 g);AG 18:2 9c,12c (n-6), linoléique (g/100 g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g);Cholestérol (mg/100 g);Sel chlorure de sodium (g/100 g);Calcium (mg/100 g);Chlorure (mg/100 g);Cuivre (mg/100 g);Fer (mg/100 g);Iode (µg/100 g);Magnésium (mg/100 g);Manganèse (mg/100 g);Phosphore (mg/100 g);Potassium (mg/100 g);Sélénium (µg/100 g);Sodium (mg/100 g);Zinc (mg/100 g);Rétinol (µg/100 g);Beta-Carotène (µg/100 g);Vitamine D (µg/100 g);Vitamine E (mg/100 g);Vitamine K1 (µg/100 g);Vitamine K2 (µg/100 g);Vitamine C (mg/100 g);Vitamine B1 ou Thiamine (mg/100 g);Vitamine B2 ou Riboflavine (mg/100 g);Vitamine B3 ou PP ou Niacine (mg/100 g);Vitamine B5 ou Acide pantothénique (mg/100 g)
54;Sushi ou Maki aux produits de la mer;;01;entrées et plats composés;0103;plats composés;010305;plats de poisson et féculents;722;171;722;171;60,3;6,69;6,69;26,9;3,7;4,93;1,76;< 0,1;2,28;< 0,1;0,31;0,58;19;0,9;traces;0,97;0;0,53;0,6;1,72;1,15;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,07;0,4;0,12;1,36;0,73;0,16;< 0,01;0,08;0,09;13,1;0,55;16;366;0,08;0,25;< 20;14;0,21;81;130;< 20;218;0,44;< 21;66,4;1,14;0,33;2,78;-;1,11;0,031;0,018;1,28;0,34
55;Terrine ou mousse de légumes;;01;entrées et plats composés;0103;plats composés;010306;plats de légumes/légumineuses;-;-;-;-;75,9;4,05;4,05;5,6;9,56;1,77;-;-;-;-;-;-;3,83;2,55;-;1,75;0;traces;3,43;4,28;1,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1,75;1,31;50,5;-;-;0,78;6;24;-;132;232;-;524;0,7;20;-;0,2;2,11;-;-;2,16;2,82;1,34;3,98;-
56;Haricots blancs à la sauce tomate, appertisés;;01;entrées et plats composés;0103;plats composés;010306;plats de légumes/légumineuses;-;-;-;-;78,9;4,67;4,67;10,1;0,4;1,65;< 0,3;-;< 0,3;-;< 0,3;0,3;-;5,5;-;1,7;0;traces;0,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,93;-;-;-;-;-;-;-;-;-;-;349;-;-;-;-;-;-;-;-;-;-;-;-
57;Gratin dauphinois;;01;entrées et plats composés;0103;plats composés;010306;plats de légumes/légumineuses;-;-;-;-;74,7;3,38;3,38;14,5;4,2;2,08;0,2;< 0,1;0,26;0,94;0,57;0,11;12;1,5;-;1,42;0;0,26;2,67;0,99;0,2;0,14;0,09;0,06;0,11;0,14;0,44;1,26;0,37;0,85;0,17;0,03;< 0,01;< 0,01;< 0,01;14,3;0,81;38,6;-;0,044;0,32;8,2;13,8;0,079;95;219;< 2,2;325;0,29;49;11;0;0,24;-;-;3,1;0,02;0,081;0,94;0,24
58;Palet ou galette de légumes, préfrit, surgelé, cuit;;01;entrées et plats composés;0103;plats composés;010306;plats de légumes/légumineuses;-;-;-;-;78,2;3,31;3,31;8,45;5,7;3;1;-;0,8;0,7;< 0,2;0,5;4,5;2,6;-;1,42;0;0,32;0,64;2,41;2,29;< 0,01;< 0,01;< 0,01;0,01;0,01;0,03;0,52;< 0,01;2,29;2,24;0,05;< 0,01;< 0,01;< 0,01;27,4;0,75;40;482;0,06;0,52;< 20;16;0,15;58;250;< 20;301;0,36;< 21;986;< 0,25;2,63;20,2;-;1,23;0,19;0,11;< 0,1;0,31
59;Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue;;01;entrées et plats composés;0103;plats composés;010306;plats de légumes/légumineuses;-;-;-;-;-;3,13;3,13;5,83;3,93;3,1;-;-;-;-;-;-;-;2,55;-;0,44;0;traces;0,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,44;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-
60;"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée";;01;entrées et plats composés;0103;plats composés;010306;plats de légumes/légumineuses;-;-;-;-;91,4;1,89;1,89;3,59;1,21;1,81;0,8;-;0,82;-;< 0,3;0,18;-;2,94;-;0,79;0;traces;0,22;0,24;0,098;-;-;-;0;0,001;0,0043;0,18;0,04;0,24;0,065;0,03;0,00002;0,00014;0;-;0,35;-;188;-;-;-;-;-;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-
61;Piperade basquaise, préemballée;;01;entrées et plats composés;0103;plats composés;010306;plats de légumes/légumineuses;-;-;-;-;84,5;1,1;1,1;6,5;3,8;4,9;1,98;-;1,74;< 0,2;< 0,2;1,19;-;3,4;-;1,53;0;traces;2;1,33;0,3;< 0,008;< 0,01;< 0,01;< 0,01;< 0,01;0,02;0,87;0,24;1,33;0,28;0,02;< 0,01;< 0,01;< 0,01;2,09;0,76;7,6;643;0,05;0,24;< 20;7,9;0,08;14;190;< 20;300;0,09;-;1450;-;1,3;3,77;-;12,2;0,029;0,016;0,62;0,071
62;Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue;;01;entrées et plats composés;0103;plats composés;010306;plats de légumes/légumineuses;-;-;-;-;86,5;1,61;1,61;4,33;1,77;2,66;1,13;-;1;< 0,3;0,13;0,4;-;4,14;-;0,77;0;traces;0,14;0,66;0,9;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,11;0,032;0,66;0,84;0,029;-;-;< 0,01;-;0,25;-;239;-;-;-;-;-;-;-;-;167;-;-;-;-;-;-;-;-;-;-;-;-
63;Choucroute, sans garniture, égouttée, cuite;;01;entrées et plats composés;0103;plats composés;010306;plats de légumes/légumineuses;310;75,3;310;75,3;85,6;1,38;1,38;< 0,1;6,6;< 0,2;< 0,2;-;< 0,2;< 0,2;< 0,2;< 0,2;< 0,35;4,5;< 0,5;1,62;0;0,53;2,02;3,12;1,08;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,06;1,35;0,58;2,81;0,97;0,1;< 0,01;< 0,01;< 0,01;8,44;1,26;43;731;0,05;0,3;< 20;6,8;0,09;15;83;< 20;505;0,15;< 21;< 5;< 0,25;0,4;31;-;17,2;< 0,015;< 0,01;< 0,1;0,11
64;Palet ou galette de légumes, préfrit, surgelé;;01;entrées et plats composés;0103;plats composés;010306;plats de légumes/légumineuses;-;-;-;-;79,4;3,29;3,29;10,7;5,44;3,34;0,47;-;0,47;-;< 0,3;0,58;-;2,61;-;1,52;0;traces;1,13;2,24;1,12;-;-;-;-;-;-;-;-;-;1,05;0,049;-;-;-;-;0,94;-;-;-;-;-;-;-;-;-;-;351;-;-;-;-;-;-;-;-;-;-;-;-
65;Riz blanc, avec légumes et viande, préemballé, cuit;;01;entrées et plats composés;0103;plats composés;010307;plats de céréales/pâtes;704;167;700;166;-;4,61;4,85;28,3;3,57;1,91;-;-;-;-;-;-;-;0,98;0;0,85;0;0;0,69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,85;-;-;-;-;-;-;-;-;-;-;338;-;-;-;-;-;-;-;-;-;-;-;-
66;Riz blanc, avec poulet, préemballé, cuit;;01;entrées et plats composés;0103;plats composés;010307;plats de céréales/pâtes;737;175;734;174;-;4,23;4,44;31,5;3,19;3,48;-;-;-;-;-;-;-;0,99;0;0,78;0;traces;0,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,78;-;-;-;-;-;-;-;-;-;-;312;-;-;-;-;-;-;-;-;-;-;-;-
67;Risotto, aux fruits de mer, préemballé;;01;entrées et plats composés;0103;plats composés;010307;plats de céréales/pâtes;544;130;539;129;-;5,47;5,75;12,5;6,07;2,02;-;-;-;-;-;-;-;1,15;0;0,85;0;traces;2,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,85;-;-;-;-;-;-;-;-;-;-;337;-;-;-;-;-;-;-;-;-;-;-;-
68;Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, crues;;01;entrées et plats composés;0103;plats composés;010307;plats de céréales/pâtes;1080;255;1080;255;-;9,4;9,4;41,4;5,06;3,14;-;-;-;-;-;-;-;3,02;0;0,81;0;traces;1,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,81;-;-;-;-;-;-;-;-;-;-;339;-;-;-;-;-;-;-;-;-;-;-;-
69;Riz cantonais;;01;entrées et plats composés;0103;plats composés;010307;plats de céréales/pâtes;691;164;691;164;62,9;5,46;5,46;23,6;4,94;1,28;< 0,1;-;0,075;< 0,1;< 0,1;0,38;18,4;1,74;0;1,33;0;0;0,75;1,48;2,4;-;-;-;-;0,0033;0,013;0,41;0,21;1,11;1,33;0,042;0,0093;-;-;15,8;0,86;16,7;592;< 0,1;0,4;2;8,47;0,1;60,6;78;1,18;361;0,5;4;60;< 0,5;0,91;-;-;0,97;0,12;0,051;1,1;0,18
70;Lasagnes ou cannellonis au poisson, préemballées;;01;entrées et plats composés;0103;plats composés;010307;plats de céréales/pâtes;620;148;620;148;71,2;7,28;7,28;13;7,1;2,03;< 0,3;-;< 0,3;-;< 0,3;< 0,3;-;1,68;0;1,38;0;traces;2,5;1,88;1,51;-;-;-;-;-;-;-;-;-;1,08;0,12;-;-;-;-;1,02;63;-;-;0,41;-;-;-;-;-;-;403;-;-;-;-;-;-;-;-;-;-;-;-
71;Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites;;01;entrées et plats composés;0103;plats composés;010307;plats de céréales/pâtes;918;219;918;219;51,2;7,94;7,94;27,8;7,5;3,53;0,31;< 0,1;0,39;1,93;0,51;0,39;20,8;3,4;0;1,74;0;0,38;2,36;2,66;2,03;0,09;0,06;0,05;0,09;0,09;0,28;1,2;0,41;2,46;1,92;0,1;0,01;< 0,01;< 0,01;27,2;1,05;69;352;0,13;0,57;< 20;20;0,23;93;130;< 20;420;0,51;< 21;157;< 0,25;0,64;< 0,8;-;< 0,5;0,07;0,07;1,32;0,45
72;Risotto, aux fromages, préemballé;;01;entrées et plats composés;0103;plats composés;010307;plats de céréales/pâtes;822;195;817;194;-;5,65;5,93;30,9;5,16;0,58;-;-;-;-;-;-;-;0,7;0;0,82;0;0;2,49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,82;-;-;-;-;-;-;-;-;-;-;328;-;-;-;-;-;-;-;-;-;-;-;-
73;Nouilles sautées/poêlées aux crevettes;;01;entrées et plats composés;0103;plats composés;010307;plats de céréales/pâtes;436;104;436;104;76,4;4,88;4,88;12,6;3,4;1,7;0,4;-;0,4;< 0,2;0,3;0,6;10,4;1,6;0;1,18;0;traces;1,16;0,76;1,18;< 0,01;< 0,01;0,08;0,06;0,4;0,15;0,35;0,12;0,76;1,09;0,05;0,01;0,01;0,02;25,7;0,84;22;491;0,07;0,5;< 20;19;0,19;54;100;< 20;334;0,42;< 21;380;< 0,25;0,68;7,53;-;< 0,5;0,053;0,35;0,37;0,18
74;Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise), préemballées, crues;;01;entrées et plats composés;0103;plats composés;010307;plats de céréales/pâtes;1120;265;1120;265;35,3;11,4;11,4;40,3;5,79;3,91;0,4;-;0,44;-;1,23;0,56;-;3,15;0;1,77;0;traces;2,45;1,94;1,14;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,1;1,22;0,58;1,94;1,1;0,041;-;-;< 0,01;-;1,28;37,5;-;-;0,72;-;-;-;-;-;-;512;-;-;-;-;-;-;-;-;-;-;-;-
75;Aligot (purée de pomme de terre à la tomme fraîche), préemballé;;01;entrées et plats composés;0103;plats composés;010308;plats de fromage;810;195;810;195;65,1;8,06;8,06;9,5;13,3;0,57;< 0,1;0,18;< 0,1;0,21;< 0,1;0,18;-;1,3;0;2,07;0;0,68;8,25;3,5;0,37;0,23;0,16;0,11;0,36;0,46;1,58;3,85;1,17;2,67;0,21;0,11;0,01;< 0,01;< 0,01;-;1;-;-;-;-;-;-;-;-;-;-;398;-;-;-;-;-;-;-;-;-;-;-;-
76;Fromage pané au jambon;;01;entrées et plats composés;0103;plats composés;010308;plats de fromage;1100;263;1100;263;52,6;17,4;17,4;15,3;14,6;1,5;-;-;-;-;-;-;13,8;< 1;0;3,15;0;traces;7,15;4,31;2,38;0,31;0,19;0,11;0,23;0,27;0,8;3,94;0,95;4,08;2,27;0,051;0,025;-;-;31,9;2,32;84,9;-;< 0,1;0,8;13;25,8;0,17;202;246;7;929;1,4;26;21;< 0,5;4,1;-;-;< 1;0,087;0,12;5,7;0,55
77;Tartiflette, préemballée;;01;entrées et plats composés;0103;plats composés;010308;plats de fromage;671;161;671;161;68,9;6;6;13,5;8,9;1,25;0,17;< 0,1;0,41;0,49;< 0,1;0,18;9,3;0,8;0;1,57;0;0,38;4,47;2,7;1,05;0,2;0,13;0,08;0,13;0,16;0,59;2,16;0,89;2,35;0,96;0,07;0,01;< 0,01;< 0,01;18,2;0,75;74;467;0,05;0,26;< 20;14;0,06;95;270;< 20;300;0,57;35,7;16,5;< 0,25;0,56;0,82;-;< 0,5;0,05;0,061;1,01;0,23
78;Fromage de chèvre pané à dorer, préemballé;;01;entrées et plats composés;0103;plats composés;010308;plats de fromage;-;-;-;-;48,6;12,9;12,7;15;19,2;3,5;< 0,2;-;0,4;0,9;2,2;< 0,2;11,3;-;0;1,8;0;0,71;9,99;4,42;3,52;0,31;0,31;0,35;1,1;0,77;1,54;4,08;1,21;4,09;3,43;0,07;0,02;< 0,01;< 0,01;76,9;1,27;100;801;0,05;0,27;20;14;0,13;160;120;< 20;507;0,69;133;< 5;< 0,25;2,79;1,58;-;< 0,5;0,043;0,081;< 0,1;0,21
79;Soufflé au fromage;;01;entrées et plats composés;0103;plats composés;010308;plats de fromage;767;184;767;184;67,3;12,9;12,9;3,8;12,6;1,77;-;-;-;-;-;-;2,03;2,1;0;1,5;0;traces;7,37;3,85;0,69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118;0,92;226;-;0,04;0,6;14,8;19,7;0,03;196;138;4,74;391;1,37;131;38;0,5;0,6;-;-;1;0,05;0,24;0,53;0,58
80;Gougère;;01;entrées et plats composés;0103;plats composés;010308;plats de fromage;1660;399;1660;399;30,3;16,2;16,2;22,7;26,6;0,56;< 0,1;< 0,1;0,11;< 0,1;0,45;< 0,1;18;1,9;0;2,09;0;0,2;16;7,11;1,65;0,85;0,53;0,33;0,6;0,75;2,47;7,6;2,48;6,11;1,3;0,17;0,09;< 0,01;0,04;213;1,13;302;-;0,14;1,34;24,5;22,7;0,15;297;131;8,24;453;1,98;272;116;0,89;0,97;-;-;0;0,076;0,35;0,29;0,76
81;Préparation à base de fromage(s) pour fondue savoyarde, préemballée;;01;entrées et plats composés;0103;plats composés;010308;plats de fromage;959;231;965;232;57,4;16,2;15,9;2,6;17,2;1,1;-;-;-;-;-;-;-;0;0;3,03;0,3;traces;12;4,34;0,42;0,72;0,37;0,27;0,51;0,61;1,95;5,13;1,63;3,93;0,29;0,13;< 0,0081;-;-;73,6;1,28;517;564;0,3;0,3;10;21,7;< 0,1;400;73;< 5;511;2;126;-;< 0,5;0,35;-;-;0;< 0,04;0,21;< 0,08;0,12
82;Escalope végétale ou steak à base de soja;;01;entrées et plats composés;0103;plats composés;010309;plats végétariens;-;-;-;-;52,5;15,5;17;8,7;14,7;2,3;0,5;-;0,7;< 0,2;< 0,2;0,9;6,4;8,8;-;2,82;0;-;0,65;5,2;4,6;0,0085;0,0042;0,0085;0,013;0,0085;0,038;0,39;0,18;4,97;4,35;0,24;< 0,0059;< 0,0059;< 0,0059;3,16;1,75;160;797;0,28;2,3;< 20;81;0,94;230;380;< 50;700;1,3;< 21;24;< 0,5;0,2;9,26;-;2;0,13;0,06;0,65;0,34
83;Escalope panée, soja, blé et fromage, type cordon bleu, préemballée;;01;entrées et plats composés;0103;plats composés;010309;plats végétariens;1030;247;1030;247;50,2;15,2;15,2;15,1;13,1;2,05;0,19;< 0,1;0,39;0,27;0,58;0,62;12,2;3,28;traces;2,55;0;0,57;3,02;5,74;3,7;0,11;0,08;0,06;0,1;0,11;0,35;1,45;0,54;5,32;3,34;0,35;< 0,01;< 0,01;< 0,01;11,1;1,5;170;787;0,19;1,3;< 20;40;0,46;190;320;< 20;601;1,3;24,4;27;< 0,25;3,35;7,45;-;< 0,5;0,074;0,11;0,26;0,35
84;Galette de céréales au fromage (sans soja), préemballé;;01;entrées et plats composés;0103;plats composés;010309;plats végétariens;1010;241;1010;241;48,4;7;7;27,8;10,3;2,86;0,73;< 0,1;0,72;< 0,1;1,07;0,34;23;4,3;traces;1,94;0;0,21;2,56;5,02;2,08;0,09;0,06;0,05;0,12;0,1;0,32;1,21;0,47;4,86;2,01;0,07;< 0,01;< 0,01;< 0,01;28,5;1;93;662;0,2;1,1;< 20;97;0,8;350;340;< 20;398;1,3;< 21;< 5;< 0,25;2,07;2,35;-;< 0,5;0,083;0,039;0,68;0,44
85;Galette de céréales aux légumes (sans soja), préemballé;;01;entrées et plats composés;0103;plats composés;010309;plats végétariens;885;211;885;211;52,7;5,31;5,31;28;7,6;3,66;0,8;< 0,1;0,7;< 0,1;1,72;0,44;21,8;4,4;traces;1,81;0;0,21;0,89;4,11;2,23;< 0,01;< 0,01;0,01;< 0,01;0,04;0,03;0,49;0,23;4,01;2,2;0,03;< 0,01;< 0,01;< 0,01;-;1,03;29;651;0,21;1,3;< 20;48;0,97;130;220;< 20;411;1,1;-;149;< 0,25;2,97;7,3;-;< 0,5;0,081;< 0,01;0,7;0,4
86;Galette ou pavé au blé (seitan) et légumes, préemballé;;01;entrées et plats composés;0103;plats composés;010309;plats végétariens;873;208;858;204;54,6;12,5;13,4;20,8;7,1;3,97;0,52;< 0,1;0,49;< 0,1;2,29;0,67;13,7;3,1;traces;1,59;0;0,28;0,73;5,02;1;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,01;0,44;0,2;4,93;0,98;0,02;< 0,01;< 0,01;< 0,01;-;1;42;661;0,21;1,2;< 20;38;0,74;100;150;< 20;398;1;-;292;< 0,25;1,65;4,63;-;< 0,5;0,083;< 0,01;0,31;0,29
87;Pané soja et blé (ne convient pas aux véganes ou végétaliens);;01;entrées et plats composés;0103;plats composés;010309;plats végétariens;1090;260;1090;260;47,7;14,4;14,4;16,8;13,9;1,28;0,27;< 0,1;0,2;< 0,1;0,81;< 0,1;14,6;4,39;traces;2,36;0;0,4;1,45;6,42;5,35;< 0,01;< 0,01;0,02;< 0,01;< 0,01;0,01;0,86;0,37;6,1;4,98;0,36;< 0,01;< 0,01;< 0,01;5,13;1,03;50;553;0,15;2,2;< 20;38;0,57;140;380;< 20;411;0,71;< 21;< 5;< 0,25;5,22;9,15;-;< 0,5;0,12;0,13;1;0,37
88;Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé;;01;entrées et plats composés;0103;plats composés;010309;plats végétariens;899;215;874;209;55,5;16;17,5;8,15;11;1,87;0,14;< 0,1;0,4;< 0,1;0,24;1,09;2,7;6,03;traces;2,72;0;0,61;1,04;8,08;1,36;< 0,01;< 0,01;0,03;< 0,01;< 0,01;< 0,01;0,54;0,31;7,92;1,28;0,08;< 0,01;< 0,01;< 0,01;-;1,3;89;772;0,34;3,3;< 20;75;1,2;200;520;< 20;519;1,3;-;32,4;< 0,25;2,67;2,66;-;< 0,5;0,046;0,042;0,32;0,35
89;Raviolis au tofu, à la sauce tomate, préemballés;;01;entrées et plats composés;0103;plats composés;010309;plats végétariens;385;91,7;385;91,7;77,9;3,13;3,13;12,5;2,7;3,14;1,53;< 0,1;0,88;< 0,1;0,31;0,42;8,6;2,1;traces;1,43;0;0,29;0,41;0,95;1,17;< 0,01;< 0,01;< 0,01;< 0,01;0,01;0,02;0,26;0,11;0,91;1,12;0,05;< 0,01;< 0,01;< 0,01;-;0,81;28;544;0,13;0,68;< 20;18;0,19;46;260;< 20;322;0,35;-;144;< 0,25;1,71;6,17;-;< 0,5;0,019;< 0,01;0,57;0,16
90;Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé;;01;entrées et plats composés;0103;plats composés;010309;plats végétariens;1060;253;1060;253;48;14,1;14,1;18,5;12,6;3,17;0,37;< 0,1;0,49;< 0,1;0,94;1,37;14,1;4,18;traces;2,25;0;0,41;1,34;5,31;5,3;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,02;0,82;0,36;5,06;5,04;0,26;< 0,01;< 0,01;< 0,01;< 2;1,18;55;719;0,26;1,7;< 20;56;0,69;150;400;< 20;472;0,97;< 21;13,8;< 0,25;3,88;< 0,8;-;4,36;0,14;0,071;0,31;0,36
91;Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé;;01;entrées et plats composés;0103;plats composés;010309;plats végétariens;1050;251;1050;251;45,8;15,5;15,5;19,7;10,9;1,75;0,28;< 0,1;0,23;< 0,1;1,02;0,22;16,7;5,38;traces;2,43;0;0,28;1,14;6,05;3,17;< 0,01;< 0,01;0,02;< 0,01;< 0,01;0,01;0,62;0,33;5,91;3,06;0,11;< 0,01;< 0,01;< 0,01;-;1,39;61;845;0,25;2,4;< 20;50;0,89;160;330;< 20;556;1;-;21,3;< 0,25;3,76;2,58;-;< 0,5;0,069;< 0,1;0,61;0,34
92;Tomate cerise, crue;;02;fruits, légumes, légumineuses et oléagineux;0201;légumes;020101;légumes crus;142;33,7;142;33,7;90,1;1,31;1,31;5,62;< 0,5;4,8;2,5;-;2,3;< 0,2;< 0,2;< 0,2;< 0,35;1,2;< 0,5;0,96;0;0,56;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0;< 0,013;6,6;52,3;0,05;0,37;< 20;11;0,16;31;330;< 20;< 5;0,18;0;1360;0;0,4;2,83;-;21,8;0,048;0,018;0,92;0,079
93;Épinard, jeunes pousses pour salades, cru;;02;fruits, légumes, légumineuses et oléagineux;0201;légumes;020101;légumes crus;76;18,3;76;18,3;93,7;2,06;2,06;< 0,85;0,4;traces;< 0,2;-;< 0,2;< 0,2;< 0,2;< 0,2;< 0,35;2,4;< 0,5;1,71;0;0,11;0,09;0,06;0,21;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,08;0,01;0,06;0,04;0,17;< 0,01;< 0,01;< 0,01;-;0,063;110;70,1;0,08;1,8;60;44;0,62;32;580;< 20;25;0,43;-;2810;< 0,25;0,56;75,5;-;6,04;0,041;0,057;0,26;0,2
94;Épinard, surgelé, cru;;02;fruits, légumes, légumineuses et oléagineux;0201;légumes;020101;légumes crus;-;-;-;-;91,6;2,87;2,87;0,89;0,49;0,6;0,15;0;0,2;0;< 0,15;0,25;0;2,7;-;1,2;0;traces;0,075;0,029;0,2;0;0;0;0;0;0;0,048;0,002;0,019;0,035;0,16;0;0;0;0;0,098;159;-;0,12;2,28;3,4;50,5;0,53;47,7;398;0,1;46,5;0,49;0;7040;0;2,9;356;-;21,4;0,093;0,2;0,51;0,11
95;Tomate verte, crue;;02;fruits, légumes, légumineuses et oléagineux;0201;légumes;020101;légumes crus;-;-;-;-;93;1,2;1,2;4;0,2;4;-;-;-;-;-;-;-;1,1;-;0,5;0;traces;0,028;0,03;0,081;0;0;0;0;0;0;0,02;0,007;-;-;-;-;0;0;0;0,033;13;-;0,09;0,51;-;10;0,1;28;204;-;13;0,07;0;346;0;0,38;10,1;-;23,4;0,06;0,04;0,5;0,5
96;Tomate ronde, crue;;02;fruits, légumes, légumineuses et oléagineux;0201;légumes;020101;légumes crus;85,6;20,3;85,6;20,3;94,1;0,5;0,5;3,59;< 0,5;2,8;1,6;-;1,2;< 0,2;< 0,2;< 0,2;< 0,35;1;< 0,5;0,52;0;0,035;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;-;< 0,013;6,8;34,3;0,02;0,17;< 20;7;0,1;20;210;< 20;< 5;0,08;-;807;-;0,38;1,13;-;16,3;-;< 0,01;0,45;0,061
97;Fenouil, cru;;02;fruits, légumes, légumineuses et oléagineux;0201;légumes;020101;légumes crus;90,9;21,8;90,9;21,8;92,9;1;1;2,63;< 0,5;2,2;1;-;1,2;< 0,2;< 0,2;< 0,2;< 0,35;2,6;< 0,5;0,95;0;0,071;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0;0,055;37;78,6;0,08;0,2;< 20;11;0,1;28;320;< 20;22;0,19;0;8,01;0;< 0,08;62,8;-;2,57;< 0,015;< 0,01;< 0,1;0,22
98;Salsifis noir, ou scorsonère d'Espagne, cru;;02;fruits, légumes, légumineuses et oléagineux;0201;légumes;020101;légumes crus;-;-;-;-;77;3,13;3,13;15,3;0,3;-;-;-;-;-;-;-;-;3,3;-;0,9;0;traces;< 0,1;-;-;-;-;-;-;-;-;-;-;-;0,024;0,036;-;0;-;0;0,011;24,1;-;0,12;0,7;0,2;32,1;-;94;387;-;4,5;-;0;-;0;0,8;-;-;3;0,15;0,05;0,3;-
99;Tomate côtelée ou coeur de boeuf, crue;;02;fruits, légumes, légumineuses et oléagineux;0201;légumes;020101;légumes crus;83,4;19,8;83,4;19,8;94,4;0,5;0,5;3,23;< 0,5;2,8;1,6;-;1,2;< 0,2;< 0,2;< 0,2;< 0,35;0,9;< 0,5;0,54;0;0,41;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;-;< 0,013;7,2;41,4;0,03;0,14;< 20;6,9;0,12;19;210;< 20;< 5;0,09;-;825;-;0,36;0,82;-;11,7;0,035;< 0,01;0,44;0,06
